/fields=id,latitude,longitude,date_time,cruise,seawifs_filename,seawifs_es_error,seawifs_pixel_total,seawifs_tdiff,seawifs_solz,seawifs_senz,seawifs_cv,seawifs_windspeed,seawifs_rrs412,seawifs_rrs443,seawifs_rrs490,seawifs_rrs510,seawifs_rrs555,seawifs_rrs670,insitu_rrs_type,insitu_rrs412,insitu_rrs443,insitu_rrs490,insitu_rrs510,insitu_rrs555,insitu_rrs670
/end_header
17925,43.73800000,-67.03300000,2001-06-26 16:00:00,s010626w,S2001177172533.L2_MLAC.R0000021399_43N_43N_69W_66W.hdf_OCVAL_s010626w_17925_B5.tar,2.35000000,25,6113,25.07,54.66,0.064,1.417,0.00282300,0.00297200,0.00319700,0.00298100,0.00239400,0.00017600,rrs,0.00352720,0.00339827,0.00351478,0.00333268,0.00286089,0.00053308
17927,43.73800000,-66.98400000,2001-07-02 16:00:00,s010702w,S2001183164613.L2_MLAC.R0000021400_43N_43N_68W_66W.hdf_OCVAL_s010702w_17927_B5.tar,1.55000000,25,3778,21.70,22.05,0.013,9.213,0.00307400,0.00334600,0.00362400,0.00340600,0.00266100,0.00046400,rrs,0.00412865,0.00397384,0.00411553,0.00388394,0.00319369,0.00075374
10538,43.73827000,-67.01557000,1999-09-24 16:27:00,s990924w,S1999267161819.L2_MLAC.R0000021521_43N_43N_68W_66W.hdf_OCVAL_s990924w_10538_B5.tar,0.00000000,25,-11,44.23,50.56,0.027,9.394,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11582,43.73842000,-68.25962000,2002-09-05 17:40:00,s020905w,S2002248172816.L2_MLAC.R0000021419_43N_43N_69W_66W.hdf_OCVAL_s020905w_11582_B5.tar,0.00000000,25,15,39.99,45.76,0.046,5.114,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10501,43.73865000,-68.43600000,1999-08-24 15:41:00,s990824w,S1999236162323.L2_MLAC.R0000021516_43N_43N_68W_66W.hdf_OCVAL_s990824w_10501_B5.tar,0.00000000,25,3248,32.65,48.45,0.045,2.025,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10492,43.73865000,-66.64305000,1999-08-23 15:29:00,s990823w,S1999235171748.L2_MLAC.R0000021515_43N_43N_68W_66W.hdf_OCVAL_s990823w_10492_B5.tar,0.00000000,25,7201,34.81,46.17,0.033,2.270,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10130,43.73900000,-67.21600000,1998-09-29 16:05:00,s980929w,S1998272173530.L2_MLAC.R0000021498_43N_43N_69W_66W.hdf_OCVAL_s980929w_10130_B5.tar,0.00000000,25,5895,49.97,54.70,0.052,3.140,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17963,43.73900000,-67.07000000,2001-09-16 16:00:00,s010916w,S2001259164416.L2_MLAC.R0000021405_43N_43N_68W_66W.hdf_OCVAL_s010916w_17963_B5.tar,2.65000000,25,3321,41.93,24.76,0.053,4.235,0.00202700,0.00215200,0.00239000,0.00234900,0.00203500,0.00040400,rrs,0.00245614,0.00223626,0.00251273,0.00260053,0.00223606,0.00042408
18179,43.73900000,-67.00300000,2003-08-28 14:30:00,s030828w,S2003240171209.L2_MLAC.R0000021429_43N_43N_69W_66W.hdf_OCVAL_s030828w_18179_B5.tar,3.05000000,25,10503,36.15,29.17,0.030,4.757,0.00153300,0.00179000,0.00222100,0.00233700,0.00221900,0.00045000,rrs,0.00263870,0.00237828,0.00265121,0.00271263,0.00253634,0.00064980
10510,43.73902000,-66.87690000,1999-09-12 15:30:00,s990912w,S1999255171747.L2_MLAC.R0000021517_43N_43N_69W_66W.hdf_OCVAL_s990912w_10510_B5.tar,0.00000000,25,7022,41.97,43.76,0.036,3.066,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10446,43.73918000,-66.82800000,1999-06-19 15:31:00,s990619w,S1999170165316.L2_MLAC.R0000021510_43N_43N_68W_66W.hdf_OCVAL_s990619w_10446_B5.tar,0.00000000,25,5821,21.88,25.18,0.086,2.206,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10207,43.73930000,-67.02940000,2001-08-03 15:58:00,s010803w,S2001215163447.L2_MLAC.R0000021403_43N_43N_68W_66W.hdf_OCVAL_s010803w_10207_B5.tar,0.00000000,25,3129,26.59,29.00,0.068,5.858,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
16434,43.74000000,-66.99800000,2002-05-22 14:30:00,s020522w,S2002142162223.L2_MLAC.R0000021411_43N_43N_69W_66W.hdf_OCVAL_s020522w_16434_B5.tar,2.60000000,25,7718,23.48,43.75,0.036,5.170,0.00130000,0.00168800,0.00208800,0.00204800,0.00203100,0.00028300,rrs,0.00309024,0.00304277,0.00301151,0.00287079,0.00278924,0.00062509
33972,43.74000000,-66.99500000,2004-09-30 14:30:00,s040930w,S2004274171757.L2_MLAC.R0000021445_43N_43N_69W_66W.hdf_OCVAL_s040930w_33972_B5.tar,2.25000000,25,10634,49.40,23.25,0.061,3.628,0.00124300,0.00177200,0.00221400,0.00215300,0.00175000,0.00028600,rrs,0.00248359,0.00238883,0.00262900,0.00253997,0.00222645,0.00053822
16449,43.74000000,-66.99400000,2002-08-07 14:30:00,s020807w,S2002219170621.L2_MLAC.R0000021417_43N_43N_69W_66W.hdf_OCVAL_s020807w_16449_B5.tar,2.00000000,25,10265,29.20,32.25,0.029,5.386,0.00247700,0.00282500,0.00318100,0.00306500,0.00267800,0.00044500,rrs,0.00344822,0.00328364,0.00352554,0.00347226,0.00323989,0.00070525
10429,43.74057000,-67.00505000,1999-06-05 15:55:00,s990605w,S1999156162401.L2_MLAC.R0000021507_43N_43N_68W_66W.hdf_OCVAL_s990605w_10429_B5.tar,0.00000000,25,2627,21.35,39.78,0.027,4.636,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17969,43.74100000,-67.06500000,2001-09-30 16:00:00,s010930w,S2001273165102.L2_MLAC.R0000021407_43N_43N_68W_66W.hdf_OCVAL_s010930w_17969_B5.tar,3.90000000,25,3634,47.71,22.16,0.035,7.756,0.00136500,0.00181500,0.00217600,0.00219500,0.00189600,0.00037000,rrs,0.00273250,0.00247977,0.00265478,0.00266259,0.00235417,0.00062644
10280,43.74155000,-66.97312000,2000-08-22 16:00:00,s000822w,S2000235162834.L2_MLAC.R0000021394_43N_43N_68W_66W.hdf_OCVAL_s000822w_10280_B5.tar,0.00000000,25,2546,32.32,35.19,0.061,3.364,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10359,43.74195000,-66.99925000,2001-09-30 15:49:00,s010930w,S2001273165102.L2_MLAC.R0000021407_43N_43N_68W_66W.hdf_OCVAL_s010930w_10359_B5.tar,0.00000000,25,4294,47.73,22.09,0.046,7.758,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17949,43.74200000,-66.97100000,2000-08-22 16:00:00,s000822w,S2000235162834.L2_MLAC.R0000021394_43N_43N_68W_66W.hdf_OCVAL_s000822w_17949_B5.tar,4.25000000,25,2546,32.32,35.19,0.061,3.364,0.00089800,0.00151200,0.00207600,0.00210000,0.00202400,0.00023000,rrs,0.00265069,0.00271132,0.00281198,0.00271409,0.00273893,0.00055504
10367,43.74207000,-67.07675000,2001-10-09 15:42:00,s011009w,S2001282164041.L2_MLAC.R0000021408_43N_43N_68W_66W.hdf_OCVAL_s011009w_10367_B5.tar,0.00000000,25,4046,50.79,30.34,0.051,5.198,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11498,43.74210000,-67.13157000,2002-05-11 15:02:00,s020511w,S2002131165839.L2_MLAC.R0000021410_43N_43N_69W_66W.hdf_OCVAL_s020511w_11498_B5.tar,0.00000000,25,7911,27.77,26.01,0.029,7.838,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10251,43.74228000,-66.96937000,2000-07-02 15:30:00,s000702w,S2000184171542.L2_MLAC.R0000021389_43N_43N_69W_66W.hdf_OCVAL_s000702w_10251_B5.tar,0.00000000,25,7209,23.97,46.57,0.021,5.411,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11597,43.74270000,-66.97222000,2002-09-30 15:14:00,s020930w,S2002273164121.L2_MLAC.R0000021421_43N_43N_69W_66W.hdf_OCVAL_s020930w_11597_B5.tar,0.00000000,25,5827,47.26,32.84,0.025,6.237,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17975,43.74300000,-67.00100000,2001-10-16 16:00:00,s011016w,S2001289164329.L2_MLAC.R0000021409_43N_43N_68W_66W.hdf_OCVAL_s011016w_17975_B5.tar,2.80000000,25,3086,53.52,28.08,0.079,4.556,0.00121700,0.00148300,0.00180300,0.00191300,0.00175200,0.00036800,rrs,0.00238518,0.00210932,0.00221205,0.00230529,0.00219943,0.00056772
8988,43.74300000,-66.95400000,1998-10-20 16:27:00,s981020w,S1998293164632.L2_MLAC.R0000021505_43N_43N_68W_66W.hdf_OCVAL_s981020w_8988_B5.tar,0.00000000,25,1627,55.00,25.39,0.063,7.805,-999,-999,-999,-999,-999,-999,aot,-999,-999,-999,-999,-999,-999
18181,43.74300000,-66.93300000,2003-09-09 14:30:00,s030909w,S2003252171129.L2_MLAC.R0000021430_43N_43N_69W_66W.hdf_OCVAL_s030909w_18181_B5.tar,4.50000000,25,10391,40.53,27.39,0.035,3.125,0.00096800,0.00132300,0.00179800,0.00204200,0.00205900,0.00051700,rrs,0.00246447,0.00212871,0.00243244,0.00249236,0.00249271,0.00077909
33961,43.74300000,-66.91500000,2004-08-17 14:30:00,s040817w,S2004230165741.L2_MLAC.R0000021440_43N_43N_69W_66W.hdf_OCVAL_s040817w_33961_B5.tar,2.45000000,25,9702,31.78,26.42,0.026,6.756,0.00241100,0.00266500,0.00287400,0.00273000,0.00228500,0.00041000,rrs,0.00307979,0.00286863,0.00302280,0.00291401,0.00260117,0.00056847
9696,43.74300000,-66.86300000,2002-06-03 14:33:00,s020603w,S2002154162746.L2_MLAC.R0000021412_43N_43N_69W_66W.hdf_OCVAL_s020603w_9696_B5.tar,1.90000000,25,7887,21.75,37.56,0.029,6.803,-999,0.00157700,0.00220400,-999,-999,0.00044400,rrs,-999,0.00249253,0.00314360,-999,-999,0.00040792
10393,43.74440000,-66.78090000,1998-09-17 15:00:00,s980917w,S1998260165214.L2_MLAC.R0000021496_43N_43N_68W_66W.hdf_OCVAL_s980917w_10393_B5.tar,0.00000000,25,7271,42.52,22.05,0.050,3.014,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10190,43.74447000,-66.88497000,2001-06-26 15:37:00,s010626w,S2001177172533.L2_MLAC.R0000021399_43N_43N_69W_66W.hdf_OCVAL_s010626w_10190_B5.tar,0.00000000,25,7493,25.14,55.09,0.085,1.393,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10340,43.74493000,-66.94307000,2001-09-16 15:37:00,s010916w,S2001259164416.L2_MLAC.R0000021405_43N_43N_68W_66W.hdf_OCVAL_s010916w_10340_B5.tar,0.00000000,25,4701,41.95,24.40,0.032,4.299,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17980,43.74500000,-66.98600000,1999-08-02 16:00:00,s990802w,S1999214163307.L2_MLAC.R0000021513_43N_43N_68W_66W.hdf_OCVAL_s990802w_17980_B5.tar,1.90000000,25,2795,26.13,31.43,0.038,3.517,0.00231400,0.00249100,-999,0.00265000,-999,-999,rrs,0.00491052,0.00473368,-999,0.00438508,-999,-999
16443,43.74500000,-66.93900000,2002-07-11 14:30:00,s020711w,S2002192162836.L2_MLAC.R0000021415_43N_43N_69W_66W.hdf_OCVAL_s020711w_16443_B5.tar,1.90000000,25,8117,21.82,37.61,0.068,7.689,0.00256000,0.00275300,0.00326900,0.00343800,0.00353100,0.00067400,rrs,0.00365892,0.00360324,0.00393042,0.00407363,0.00414322,0.00089754
11389,43.74500000,-66.90800000,2003-05-18 14:23:00,s030518w,S2003138163238.L2_MLAC.R0000021422_43N_43N_69W_66W.hdf_OCVAL_s030518w_11389_B5.tar,0.00000000,25,8734,24.72,39.55,0.030,3.823,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10376,43.74512000,-66.93298000,2001-10-16 15:49:00,s011016w,S2001289164329.L2_MLAC.R0000021409_43N_43N_68W_66W.hdf_OCVAL_s011016w_10376_B5.tar,0.00000000,25,3746,53.54,27.83,0.054,4.480,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10113,43.74600000,-67.12600000,1999-05-23 16:04:00,s990523w,S1999143163919.L2_MLAC.R0000021506_43N_43N_68W_66W.hdf_OCVAL_s990523w_10113_B5.tar,0.00000000,25,2966,23.90,25.64,0.078,1.707,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
8994,43.74600000,-67.08300000,1999-09-13 16:28:00,s990913w,S1999256162320.L2_MLAC.R0000021518_43N_43N_68W_66W.hdf_OCVAL_s990913w_8994_B5.tar,0.00000000,25,302,40.01,45.37,0.043,1.841,-999,-999,-999,-999,-999,-999,aot,-999,-999,-999,-999,-999,-999
10475,43.74600000,-66.79200000,1999-08-02 15:41:00,s990802w,S1999214163307.L2_MLAC.R0000021513_43N_43N_68W_66W.hdf_OCVAL_s990802w_10475_B5.tar,0.00000000,25,3934,26.14,30.63,0.038,3.398,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10231,43.74677000,-66.70225000,2000-06-20 14:45:00,s000620w,S2000172164529.L2_MLAC.R0000021386_43N_43N_68W_66W.hdf_OCVAL_s000620w_10231_B5.tar,0.00000000,25,8118,21.34,22.06,0.035,4.950,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
8968,43.74690000,-67.07030000,1999-05-23 16:28:00,s990523w,S1999143163919.L2_MLAC.R0000021506_43N_43N_68W_66W.hdf_OCVAL_s990523w_8968_B5.tar,0.00000000,25,1526,23.91,25.49,0.144,1.628,-999,-999,-999,-999,-999,-999,aot,-999,-999,-999,-999,-999,-999
9691,43.74700000,-67.09100000,2002-05-11 14:55:00,s020511w,S2002131165839.L2_MLAC.R0000021410_43N_43N_69W_66W.hdf_OCVAL_s020511w_9691_B5.tar,3.00000000,25,8331,27.79,26.17,0.056,7.891,-999,0.00149500,0.00178500,-999,-999,0.00046500,rrs,-999,0.00189020,0.00213031,-999,-999,0.00036752
11398,43.74748000,-66.88382000,2003-06-03 15:00:00,s030603w,S2003154173614.L2_MLAC.R0000021423_43N_43N_69W_66W.hdf_OCVAL_s030603w_11398_B5.tar,0.00000000,25,10331,27.89,55.87,0.105,8.497,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11506,43.74792000,-66.80173000,2002-05-22 14:00:00,s020522w,S2002142162223.L2_MLAC.R0000021411_43N_43N_69W_66W.hdf_OCVAL_s020522w_11506_B5.tar,0.00000000,25,9518,23.51,43.02,0.046,5.175,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10519,43.74795000,-67.00908000,1999-09-13 15:30:00,s990913w,S1999256162320.L2_MLAC.R0000021518_43N_43N_68W_66W.hdf_OCVAL_s990913w_10519_B5.tar,0.00000000,25,3782,40.01,45.09,0.084,1.780,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10322,43.74795000,-66.77980000,2001-07-27 15:09:00,s010727w,S2001208163102.L2_MLAC.R0000021402_43N_43N_68W_66W.hdf_OCVAL_s010727w_10322_B5.tar,0.00000000,25,5873,24.82,31.24,0.024,5.148,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10421,43.74797000,-66.80978000,1998-10-20 16:00:00,s981020w,S1998293164632.L2_MLAC.R0000021505_43N_43N_68W_66W.hdf_OCVAL_s981020w_10421_B5.tar,0.00000000,25,3247,55.03,24.95,0.055,7.663,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10556,43.74827000,-66.77257000,1999-10-08 15:00:00,s991008w,S1999281164648.L2_MLAC.R0000021523_43N_43N_68W_66W.hdf_OCVAL_s991008w_10556_B5.tar,0.00000000,25,6863,50.45,23.55,0.044,1.661,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
9714,43.74900000,-66.82870000,2002-09-30 14:53:00,s020930w,S2002273164121.L2_MLAC.R0000021421_43N_43N_69W_66W.hdf_OCVAL_s020930w_9714_B5.tar,3.20000000,25,7087,47.28,32.23,0.038,6.109,-999,0.00288700,0.00277800,-999,-999,0.00051400,rrs,-999,0.00272407,0.00318321,-999,-999,0.00055936
11479,43.74900000,-66.78518000,2003-10-07 14:00:00,s031007w,S2003280163651.L2_MLAC.R0000021432_43N_43N_69W_66W.hdf_OCVAL_s031007w_11479_B5.tar,0.00000000,25,9952,49.77,44.76,0.050,7.111,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10297,43.74937000,-66.71575000,2000-09-14 15:00:00,s000914w,S2000258164626.L2_MLAC.R0000021396_43N_43N_68W_66W.hdf_OCVAL_s000914w_10297_B5.tar,0.00000000,25,6939,41.31,22.74,0.035,0.755,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
16452,43.75000000,-66.76400000,2002-08-21 14:30:00,s020821w,S2002233165641.L2_MLAC.R0000021418_43N_43N_69W_66W.hdf_OCVAL_s020821w_16452_B5.tar,1.05000000,25,9619,32.90,23.41,0.036,2.563,0.00208700,0.00231400,0.00256800,0.00260900,0.00239400,0.00041900,rrs,0.00287599,0.00267758,0.00290885,0.00291054,0.00268752,0.00054613
210747,43.75062000,-66.46873000,2007-07-26 16:55:00,s070726w,S2007207182010.L2_MLAC.R0000021469_43N_43N_67W_66W.hdf_OCVAL_s070726w_210747_B5.tar,0.00000000,25,6008,35.35,52.40,0.027,5.353,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10445,43.75182000,-66.54805000,1999-06-19 14:50:00,s990619w,S1999170165316.L2_MLAC.R0000021510_43N_43N_68W_66W.hdf_OCVAL_s990619w_10445_B5.tar,0.00000000,25,8280,21.98,26.00,0.039,2.339,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10137,43.75200000,-66.91300000,1998-10-04 15:21:00,s981004w,S1998277162335.L2_MLAC.R0000021499_43N_43N_68W_66W.hdf_OCVAL_s981004w_10137_B5.tar,0.00000000,25,4193,48.31,47.93,0.055,6.418,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10260,43.75232000,-66.67715000,2000-07-11 14:45:00,s000711w,S2000193171348.L2_MLAC.R0000021390_43N_43N_69W_66W.hdf_OCVAL_s000711w_10260_B5.tar,0.00000000,25,9777,24.62,45.62,0.060,7.225,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17935,43.75300000,-66.59800000,2000-06-20 14:30:00,s000620w,S2000172164529.L2_MLAC.R0000021386_43N_43N_68W_66W.hdf_OCVAL_s000620w_17935_B5.tar,3.90000000,25,9017,21.37,22.13,0.037,4.933,0.00350100,0.00350500,0.00362700,0.00346000,0.00288800,0.00051900,rrs,0.00248826,0.00247619,0.00274044,0.00284302,0.00272127,0.00058095
10330,43.75303000,-66.77038000,2001-09-06 15:01:00,s010906w,S2001249161047.L2_MLAC.R0000021404_43N_43N_68W_66W.hdf_OCVAL_s010906w_10330_B5.tar,0.00000000,25,4934,37.52,53.88,0.042,4.673,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11551,43.75327000,-66.72570000,2002-07-25 14:44:00,s020725w,S2002206161852.L2_MLAC.R0000021416_43N_43N_68W_66W.hdf_OCVAL_s020725w_11551_B5.tar,0.00000000,25,6656,24.17,47.22,0.051,3.648,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
210774,43.75333000,-66.47112000,2007-09-30 16:43:00,s070930w,S2007273183009.L2_MLAC.R0000021472_43N_43N_67W_66W.hdf_OCVAL_s070930w_210774_B5.tar,0.00000000,25,6940,56.54,52.43,0.132,3.068,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10537,43.75445000,-66.63965000,1999-09-24 15:30:00,s990924w,S1999267161819.L2_MLAC.R0000021521_43N_43N_68W_66W.hdf_OCVAL_s990924w_10537_B5.tar,0.00000000,25,3408,44.26,49.27,0.055,8.902,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
11596,43.75472000,-66.69955000,2002-09-30 14:36:00,s020930w,S2002273164121.L2_MLAC.R0000021421_43N_43N_69W_66W.hdf_OCVAL_s020930w_11596_B5.tar,0.00000000,25,8106,47.30,31.71,0.048,5.996,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10500,43.75478000,-66.61200000,1999-08-24 14:41:00,s990824w,S1999236162323.L2_MLAC.R0000021516_43N_43N_68W_66W.hdf_OCVAL_s990824w_10500_B5.tar,0.00000000,25,6844,32.69,41.70,0.035,3.647,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10270,43.75487000,-66.59622000,2000-07-12 14:30:00,s000712w,S2000194161838.L2_MLAC.R0000021391_43N_43N_68W_66W.hdf_OCVAL_s000712w_10270_B5.tar,0.00000000,25,7398,21.90,42.86,0.028,4.335,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
16431,43.75500000,-66.90400000,2002-05-11 14:30:00,s020511w,S2002131165839.L2_MLAC.R0000021410_43N_43N_69W_66W.hdf_OCVAL_s020511w_16431_B5.tar,1.45000000,25,9830,27.86,26.79,0.046,8.003,0.00140400,0.00177700,0.00212400,0.00210100,0.00187100,0.00033900,rrs,0.00321123,0.00298919,0.00293588,0.00285994,0.00267885,0.00080339
10366,43.75500000,-66.70393000,2001-10-09 14:45:00,s011009w,S2001282164041.L2_MLAC.R0000021408_43N_43N_68W_66W.hdf_OCVAL_s011009w_10366_B5.tar,0.00000000,25,7465,50.86,28.84,0.047,5.294,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17945,43.75500000,-66.60300000,2000-07-12 14:30:00,s000712w,S2000194161838.L2_MLAC.R0000021391_43N_43N_68W_66W.hdf_OCVAL_s000712w_17945_B5.tar,2.25000000,25,7398,21.90,42.95,0.042,4.308,0.00208300,0.00260100,0.00341200,0.00316900,0.00257700,0.00031900,rrs,0.00279550,0.00301962,0.00352484,0.00340267,0.00294354,0.00044261
9704,43.75600000,-66.64600000,2002-07-25 14:32:00,s020725w,S2002206161852.L2_MLAC.R0000021416_43N_43N_68W_66W.hdf_OCVAL_s020725w_9704_B5.tar,2.40000000,25,7376,24.17,46.94,0.024,3.677,-999,0.00166600,0.00229000,-999,-999,0.00043000,rrs,-999,0.00290256,0.00338021,-999,-999,0.00046635
10509,43.75665000,-66.53910000,1999-09-12 14:40:00,s990912w,S1999255171747.L2_MLAC.R0000021517_43N_43N_69W_66W.hdf_OCVAL_s990912w_10509_B5.tar,0.00000000,25,10020,42.09,44.88,0.043,3.067,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10358,43.75670000,-66.65860000,2001-09-30 15:00:00,s010930w,S2001273165102.L2_MLAC.R0000021407_43N_43N_68W_66W.hdf_OCVAL_s010930w_10358_B5.tar,0.00000000,25,7233,47.81,21.91,0.038,7.383,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10339,43.75677000,-66.61268000,2001-09-16 14:50:00,s010916w,S2001259164416.L2_MLAC.R0000021405_43N_43N_68W_66W.hdf_OCVAL_s010916w_10339_B5.tar,0.00000000,25,7520,42.02,23.58,0.047,4.369,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
16460,43.75700000,-66.64900000,2002-09-30 14:30:00,s020930w,S2002273164121.L2_MLAC.R0000021421_43N_43N_69W_66W.hdf_OCVAL_s020930w_16460_B5.tar,1.80000000,25,8466,47.31,31.49,0.042,5.948,0.00253000,0.00243600,0.00236500,0.00233800,0.00200200,0.00052100,rrs,0.00177270,0.00164819,0.00192135,0.00197265,0.00190151,0.00057627
17942,43.75700000,-66.57400000,2000-07-11 14:30:00,s000711w,S2000193171348.L2_MLAC.R0000021390_43N_43N_69W_66W.hdf_OCVAL_s000711w_17942_B5.tar,2.15000000,25,10677,24.66,46.00,0.057,7.211,0.00197300,0.00260000,0.00343000,0.00322100,0.00263300,0.00040800,rrs,0.00278193,0.00301524,0.00359889,0.00344158,0.00296356,0.00062389
10279,43.75765000,-66.54220000,2000-08-22 15:00:00,s000822w,S2000235162834.L2_MLAC.R0000021394_43N_43N_68W_66W.hdf_OCVAL_s000822w_10279_B5.tar,0.00000000,25,6144,32.37,33.38,0.112,3.682,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
210755,43.75772000,-66.38710000,2007-08-09 16:55:00,s070809w,S2007221175459.L2_MLAC.R0000021470_43N_43N_68W_66W.hdf_OCVAL_s070809w_210755_B5.tar,0.00000000,25,4456,34.86,27.50,0.018,5.481,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
10428,43.75797000,-66.62275000,1999-06-05 14:45:00,s990605w,S1999156162401.L2_MLAC.R0000021507_43N_43N_68W_66W.hdf_OCVAL_s990605w_10428_B5.tar,0.00000000,25,6825,21.41,38.23,0.050,4.392,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17953,43.75800000,-66.51200000,2000-09-14 14:30:00,s000914w,S2000258164626.L2_MLAC.R0000021396_43N_43N_68W_66W.hdf_OCVAL_s000914w_17953_B5.tar,2.35000000,25,8738,41.35,22.42,0.035,0.777,0.00148800,0.00171100,0.00191200,0.00181900,0.00164600,0.00027200,rrs,0.00192606,0.00185941,0.00199467,0.00192816,0.00183787,0.00040315
210765,43.75883000,-66.38815000,2007-09-07 17:09:00,s070907w,S2007250174554.L2_MLAC.R0000021471_43N_43N_68W_66W.hdf_OCVAL_s070907w_210765_B5.tar,0.00000000,25,2910,43.00,22.28,0.019,5.971,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17985,43.75900000,-66.48000000,2001-07-27 14:30:00,s010727w,S2001208163102.L2_MLAC.R0000021402_43N_43N_68W_66W.hdf_OCVAL_s010727w_17985_B5.tar,0.75000000,25,8213,24.86,30.10,0.042,5.285,0.00181400,0.00269900,0.00381400,0.00360900,0.00286700,0.00032600,rrs,0.00326154,0.00360268,0.00447622,0.00429352,0.00363125,0.00065232
10518,43.75923000,-66.59927000,1999-09-13 14:30:00,s990913w,S1999256162320.L2_MLAC.R0000021518_43N_43N_68W_66W.hdf_OCVAL_s990913w_10518_B5.tar,0.00000000,25,7381,40.04,43.51,0.043,1.572,-999,-999,-999,-999,-999,-999,chlor_a,-999,-999,-999,-999,-999,-999
17959,43.76000000,-66.57500000,2001-09-06 14:30:00,s010906w,S2001249161047.L2_MLAC.R0000021404_43N_43N_68W_66W.hdf_OCVAL_s010906w_17959_B5.tar,0.90000000,25,6794,37.52,53.26,0.032,4.892,0.00109600,0.00206900,0.00316300,0.00296300,0.00241600,0.00010800,rrs,0.00280995,0.00303305,0.00372595,0.00369044,0.00302265,0.00053509
